"Donate ID","Donate Date","Gender","Deposit Amount","Preferred Color of Device","Ice Cream Products Consumed Per Week","Favorite Flavor Of Ice Cream","Donated To Kick Starter Before","Household Income","Do you own a Keurig","How many desserts do you eat a week","Purchased"
1881,2019-07-02,"male",100,"black",0,"swirl","yes","Not Reported","no",6,1
1882,2019-07-02,"male",100,"no preference",6,"no preference","no","Not Reported","no",6,0
1883,2019-07-02,"female",100,"black",8,"swirl","no",">100K","no",8,1
1884,2019-07-02,"female",100,"blue",7,"chocolate","yes",">100K","no",7,1
1885,2019-07-02,"female",100,"black",7,"vanilla","no",">100K","no",7,1
1886,2019-07-02,"male",100,"no preference",9,"no preference","yes","Not Reported","no",9,0
1887,2019-07-02,"male",100,"blue",2,"no preference","no","Not Reported","no",6,0
1888,2019-07-02,"male",100,"red",10,"swirl","yes","Not Reported","no",10,1
1889,2019-07-02,"female",100,"no preference",6,"swirl","yes",">100K","no",8,1
1890,2019-07-02,"male",100,"no preference",10,"no preference","yes","Not Reported","no",10,0
1891,2019-07-02,"male",100,"red",10,"vanilla","yes","Not Reported","no",10,1
1892,2019-07-02,"female",100,"blue",7,"swirl","yes",">100K","no",7,1
1893,2019-07-02,"female",100,"red",5,"swirl","no",">100K","no",10,1
1894,2019-07-02,"female",100,"red",0,"vanilla","yes",">100K","no",3,1
1895,2019-07-02,"female",100,"white",5,"specialty","yes",">100K","no",8,1
1896,2019-07-02,"male",100,"no preference",0,"vanilla","no","Not Reported","no",1,0
1897,2019-07-02,"female",100,"red",4,"swirl","no",">100K","no",6,1
1898,2019-07-02,"female",100,"black",3,"vanilla","no",">100K","no",3,1
1899,2019-07-02,"male",100,"red",1,"specialty","yes","Not Reported","no",2,1
1900,2019-07-02,"male",100,"white",8,"specialty","yes","Not Reported","no",8,1
1901,2019-07-02,"male",100,"no preference",7,"specialty","yes","Not Reported","no",7,0
1902,2019-07-02,"female",100,"blue",0,"no preference","yes",">100K","no",6,1
1903,2019-07-02,"female",100,"red",0,"specialty","yes",">100K","no",6,1
1904,2019-07-02,"male",100,"black",8,"no preference","yes","Not Reported","no",8,1
1905,2019-07-02,"male",100,"blue",4,"chocolate","yes","Not Reported","no",8,1
1906,2019-07-02,"female",100,"red",1,"vanilla","no",">100K","no",6,1
1907,2019-07-02,"female",100,"blue",6,"no preference","no",">100K","no",6,1
1908,2019-07-02,"female",100,"white",7,"no preference","yes",">100K","no",7,1
1909,2019-07-02,"male",100,"silver",1,"vanilla","no","Not Reported","no",7,0
1910,2019-07-02,"female",100,"red",6,"chocolate","yes",">100K","no",7,1
1911,2019-07-02,"female",100,"no preference",5,"vanilla","no",">100K","no",5,1
1912,2019-07-02,"female",100,"black",1,"no preference","no",">100K","no",3,1
1913,2019-07-02,"male",100,"blue",4,"specialty","no","Not Reported","no",4,1
1914,2019-07-02,"female",100,"blue",5,"vanilla","no",">100K","no",5,1
1915,2019-07-02,"female",100,"no preference",3,"no preference","yes",">100K","no",3,1
1916,2019-07-02,"female",100,"white",9,"chocolate","no",">100K","no",9,1
1917,2019-07-02,"female",100,"white",7,"swirl","yes",">100K","no",7,1
1918,2019-07-02,"female",100,"white",0,"swirl","no",">100K","no",1,1
1919,2019-07-02,"female",100,"black",7,"vanilla","no",">100K","no",8,1
1920,2019-07-02,"male",100,"silver",6,"specialty","yes","Not Reported","no",6,0
1921,2019-07-02,"female",100,"white",1,"vanilla","yes",">100K","no",1,1
1922,2019-07-02,"male",100,"silver",6,"specialty","yes","Not Reported","no",10,1
1923,2019-07-02,"female",100,"blue",0,"no preference","no",">100K","no",6,1
1924,2019-07-02,"male",100,"silver",9,"chocolate","yes","Not Reported","no",9,1
1925,2019-07-02,"male",100,"silver",10,"no preference","yes","Not Reported","no",10,1
1926,2019-07-02,"female",100,"white",7,"no preference","yes",">100K","no",7,1
1927,2019-07-02,"female",100,"silver",3,"vanilla","yes",">100K","no",7,1
1928,2019-07-02,"male",100,"silver",1,"vanilla","no","Not Reported","no",8,1
1929,2019-07-02,"male",100,"black",5,"chocolate","yes","Not Reported","no",7,1
1930,2019-07-02,"female",100,"silver",4,"no preference","no",">100K","no",4,1
1931,2019-07-02,"female",100,"silver",0,"vanilla","yes",">100K","no",8,1
1932,2019-07-02,"female",100,"white",1,"specialty","no",">100K","no",4,1
1933,2019-07-02,"female",100,"white",5,"chocolate","yes",">100K","no",10,1
1934,2019-07-02,"female",100,"silver",7,"specialty","no",">100K","no",7,1
1935,2019-07-02,"female",100,"blue",10,"chocolate","no",">100K","no",10,1
1936,2019-07-02,"male",100,"white",7,"no preference","yes","Not Reported","no",9,0
1937,2019-07-02,"female",100,"white",4,"specialty","no",">100K","no",6,1
1938,2019-07-02,"female",100,"blue",4,"swirl","yes",">100K","no",4,1
1939,2019-07-02,"female",100,"white",9,"specialty","yes",">100K","no",9,1
1940,2019-07-02,"female",100,"no preference",1,"chocolate","yes",">100K","no",4,1
1941,2019-07-02,"female",100,"red",2,"no preference","yes",">100K","no",8,1
1942,2019-07-02,"female",100,"silver",7,"vanilla","yes",">100K","no",7,1
1943,2019-07-02,"female",100,"red",7,"specialty","yes",">100K","no",7,1
1944,2019-07-02,"male",100,"no preference",2,"no preference","yes","Not Reported","no",7,0
1945,2019-07-02,"male",100,"white",10,"no preference","no","Not Reported","no",10,0
1946,2019-07-02,"male",100,"no preference",3,"chocolate","no","Not Reported","no",8,0
1947,2019-07-02,"male",100,"red",2,"swirl","yes","Not Reported","no",10,1
1948,2019-07-02,"female",100,"black",7,"no preference","yes",">100K","no",7,1
1949,2019-07-02,"male",100,"red",10,"vanilla","yes","Not Reported","no",10,1
1950,2019-07-02,"male",100,"blue",1,"chocolate","yes","Not Reported","no",7,1
1951,2019-07-02,"female",100,"no preference",3,"chocolate","no",">100K","no",10,1
1952,2019-07-02,"female",100,"white",3,"vanilla","no",">100K","no",5,1
1953,2019-07-02,"female",100,"red",0,"specialty","no",">100K","no",6,1
1954,2019-07-02,"female",100,"no preference",8,"chocolate","no",">100K","no",8,1
1955,2019-07-02,"male",100,"red",8,"vanilla","no","Not Reported","no",8,1
1956,2019-07-02,"female",100,"no preference",3,"specialty","no",">100K","no",8,1
1957,2019-07-02,"female",100,"black",7,"chocolate","yes",">100K","no",10,1
1958,2019-07-02,"male",100,"black",10,"chocolate","yes","Not Reported","no",10,1
1959,2019-07-02,"female",100,"no preference",2,"chocolate","no",">100K","no",4,1
1960,2019-07-02,"female",100,"red",3,"no preference","no",">100K","no",4,1
1961,2019-07-02,"male",100,"white",4,"specialty","no","Not Reported","no",4,1
1962,2019-07-02,"male",100,"red",3,"vanilla","no","Not Reported","no",3,1
1963,2019-07-02,"female",100,"white",9,"no preference","no",">100K","no",9,1
1964,2019-07-02,"female",100,"blue",7,"vanilla","yes",">100K","no",8,1
1965,2019-07-02,"female",100,"red",8,"no preference","yes",">100K","no",8,1
1966,2019-07-02,"male",100,"blue",7,"vanilla","no","Not Reported","no",7,0
1967,2019-07-02,"male",100,"black",5,"swirl","yes","Not Reported","no",8,1
1968,2019-07-02,"female",100,"red",7,"swirl","yes",">100K","no",7,1
1969,2019-07-02,"female",100,"black",7,"specialty","yes",">100K","no",10,1
1970,2019-07-02,"female",100,"silver",4,"specialty","yes",">100K","no",5,1
1971,2019-07-02,"male",100,"no preference",7,"specialty","yes","Not Reported","no",7,0
1972,2019-07-02,"female",100,"red",7,"no preference","yes",">100K","no",9,1
1973,2019-07-02,"female",100,"silver",5,"swirl","no",">100K","no",5,1
1974,2019-07-02,"female",100,"black",1,"no preference","no",">100K","no",8,1
1975,2019-07-02,"female",100,"red",2,"vanilla","yes",">100K","no",8,1
1976,2019-07-02,"female",100,"black",6,"chocolate","no",">100K","no",8,1
1977,2019-07-02,"female",100,"white",0,"specialty","no",">100K","no",4,1
1978,2019-07-02,"male",100,"no preference",2,"specialty","no","Not Reported","no",5,0
1979,2019-07-02,"male",100,"black",6,"chocolate","yes","Not Reported","no",7,1
1980,2019-07-02,"female",100,"blue",6,"no preference","no",">100K","no",6,1
1981,2019-07-02,"female",100,"blue",6,"no preference","no",">100K","no",6,1
1982,2019-07-02,"female",100,"no preference",5,"chocolate","no",">100K","no",5,1
1983,2019-07-02,"male",100,"silver",4,"specialty","no","Not Reported","no",6,1
1984,2019-07-02,"male",100,"black",1,"chocolate","yes","Not Reported","no",5,1
1985,2019-07-02,"female",100,"red",1,"chocolate","no",">100K","no",3,1
1986,2019-07-02,"female",100,"no preference",1,"vanilla","yes",">100K","no",5,1
1987,2019-07-02,"female",100,"red",4,"no preference","no",">100K","no",4,1
1988,2019-07-02,"female",100,"black",0,"chocolate","yes",">100K","no",6,1
1989,2019-07-02,"female",100,"no preference",3,"chocolate","no",">100K","no",6,1
1990,2019-07-02,"male",100,"silver",4,"vanilla","yes","Not Reported","no",6,0
1991,2019-07-02,"female",100,"black",0,"chocolate","no",">100K","no",5,1
1992,2019-07-02,"female",100,"no preference",9,"chocolate","no",">100K","no",9,1
1993,2019-07-02,"female",100,"white",1,"no preference","yes",">100K","no",2,1
1994,2019-07-02,"male",100,"silver",10,"vanilla","no","Not Reported","no",10,1
1995,2019-07-02,"female",100,"blue",1,"chocolate","no",">100K","no",9,1
1996,2019-07-02,"male",100,"silver",0,"swirl","no","Not Reported","no",3,0
1997,2019-07-02,"male",100,"no preference",8,"chocolate","no","Not Reported","no",8,0
1998,2019-07-02,"male",100,"silver",6,"chocolate","yes","Not Reported","no",6,1
1999,2019-07-02,"female",100,"silver",0,"vanilla","no",">100K","no",1,1
2000,2019-07-02,"male",100,"white",4,"no preference","no","Not Reported","no",4,1
2001,2019-07-02,"female",100,"red",8,"vanilla","yes",">100K","no",8,1
2002,2019-07-02,"male",100,"silver",6,"chocolate","no","Not Reported","no",7,1
2003,2019-07-02,"female",100,"black",6,"vanilla","yes",">100K","no",6,1
2004,2019-07-02,"male",100,"red",1,"vanilla","no","Not Reported","no",9,1
2005,2019-07-02,"male",100,"white",10,"vanilla","yes","Not Reported","no",10,1
2006,2019-07-02,"female",100,"blue",4,"specialty","yes",">100K","no",8,1
2007,2019-07-02,"male",100,"black",3,"chocolate","yes","Not Reported","no",6,1
2008,2019-07-02,"female",100,"no preference",10,"vanilla","no",">100K","no",10,1
2009,2019-07-02,"female",100,"silver",1,"swirl","no",">100K","no",7,1
2010,2019-07-02,"female",100,"red",3,"chocolate","yes",">100K","no",4,1
2011,2019-07-02,"female",100,"silver",0,"swirl","yes",">100K","no",9,1
2012,2019-07-02,"male",100,"blue",2,"swirl","no","Not Reported","no",7,0
2013,2019-07-02,"female",100,"silver",7,"chocolate","no",">100K","no",7,1
2014,2019-07-02,"female",100,"white",0,"swirl","yes",">100K","no",7,1
2015,2019-07-02,"female",100,"blue",0,"chocolate","yes",">100K","no",6,1
2016,2019-07-02,"male",100,"blue",7,"chocolate","yes","Not Reported","no",7,1
2017,2019-07-02,"male",100,"no preference",2,"swirl","no","Not Reported","no",6,0
2018,2019-07-02,"female",100,"black",7,"chocolate","yes",">100K","no",7,1
2019,2019-07-02,"female",100,"silver",9,"no preference","yes",">100K","no",9,1
2020,2019-07-02,"female",100,"black",1,"swirl","no",">100K","no",10,1
2021,2019-07-02,"female",100,"no preference",10,"vanilla","no",">100K","no",10,1
2022,2019-07-02,"female",100,"black",6,"no preference","no",">100K","no",6,1
2023,2019-07-02,"male",100,"white",7,"swirl","yes","Not Reported","no",7,0
2024,2019-07-02,"male",100,"blue",9,"swirl","no","Not Reported","no",9,1
2025,2019-07-02,"female",100,"blue",7,"specialty","no",">100K","no",7,1
2026,2019-07-02,"female",100,"black",5,"no preference","yes",">100K","no",6,1
2027,2019-07-02,"female",100,"white",4,"vanilla","yes",">100K","no",4,1
2028,2019-07-02,"female",100,"silver",9,"swirl","yes",">100K","no",9,1
2029,2019-07-02,"female",100,"black",2,"chocolate","yes",">100K","no",10,1
2030,2019-07-02,"male",100,"no preference",7,"no preference","no","Not Reported","no",8,0
2031,2019-07-02,"male",100,"silver",6,"specialty","no","Not Reported","no",6,0
2032,2019-07-02,"female",100,"black",7,"chocolate","no",">100K","no",7,1
2033,2019-07-02,"male",100,"black",0,"specialty","no","Not Reported","no",1,1
2034,2019-07-02,"female",100,"red",4,"no preference","no",">100K","no",9,1
2035,2019-07-02,"female",100,"no preference",4,"vanilla","yes",">100K","no",4,1
2036,2019-07-02,"female",100,"white",8,"swirl","yes",">100K","no",8,1
2037,2019-07-02,"male",100,"blue",8,"vanilla","no","Not Reported","no",8,1
2038,2019-07-02,"female",100,"black",9,"no preference","no",">100K","no",10,1
2039,2019-07-02,"female",100,"no preference",0,"specialty","yes",">100K","no",7,1
2040,2019-07-02,"female",100,"white",0,"vanilla","no",">100K","no",6,1
2041,2019-07-02,"male",100,"black",0,"no preference","no","Not Reported","no",4,1
2042,2019-07-02,"male",100,"white",8,"no preference","no","Not Reported","no",8,0
2043,2019-07-02,"female",100,"white",9,"chocolate","no",">100K","no",9,1
2044,2019-07-02,"female",100,"white",10,"vanilla","no",">100K","no",10,1
2045,2019-07-02,"female",100,"white",4,"vanilla","no",">100K","no",4,1
2046,2019-07-02,"female",100,"blue",3,"vanilla","yes",">100K","no",3,1
2047,2019-07-02,"male",100,"red",10,"no preference","yes","Not Reported","no",10,1
2048,2019-07-02,"female",100,"white",6,"chocolate","no",">100K","no",9,1
2049,2019-07-02,"male",100,"white",6,"specialty","no","Not Reported","no",6,0
2050,2019-07-02,"female",100,"white",9,"swirl","yes",">100K","no",9,1
2051,2019-07-02,"male",100,"red",2,"swirl","yes","Not Reported","no",4,1
2052,2019-07-02,"female",100,"black",10,"vanilla","yes",">100K","no",10,1
2053,2019-07-02,"female",100,"black",7,"no preference","yes",">100K","no",7,1
2054,2019-07-02,"female",100,"black",2,"swirl","yes",">100K","no",4,1
2055,2019-07-02,"female",100,"red",2,"specialty","no",">100K","no",5,1
2056,2019-07-02,"female",100,"silver",0,"no preference","no",">100K","no",8,1
2057,2019-07-02,"female",100,"red",8,"no preference","no",">100K","no",8,1
2058,2019-07-02,"male",100,"blue",9,"swirl","yes","Not Reported","no",9,1
2059,2019-07-02,"female",100,"silver",4,"specialty","no",">100K","no",6,1
2060,2019-07-02,"male",100,"no preference",1,"swirl","yes","Not Reported","no",4,0
2061,2019-07-02,"male",100,"white",10,"swirl","yes","Not Reported","no",10,1
2062,2019-07-02,"male",100,"white",8,"specialty","no","Not Reported","no",8,1
2063,2019-07-02,"female",100,"black",3,"no preference","yes",">100K","no",3,1
2064,2019-07-02,"female",100,"silver",10,"chocolate","yes",">100K","no",10,1
2065,2019-07-02,"female",100,"blue",6,"no preference","yes",">100K","no",6,1
2066,2019-07-02,"male",100,"no preference",8,"swirl","no","Not Reported","no",8,0
2067,2019-07-02,"female",100,"no preference",1,"swirl","no",">100K","no",9,1
2068,2019-07-02,"female",100,"white",3,"vanilla","no",">100K","no",5,1
2069,2019-07-02,"female",100,"red",6,"vanilla","no",">100K","no",6,1
2070,2019-07-02,"male",100,"blue",3,"specialty","no","Not Reported","no",4,0
2071,2019-07-02,"male",100,"silver",4,"specialty","yes","Not Reported","no",7,0
2072,2019-07-02,"male",100,"silver",7,"specialty","no","Not Reported","no",10,1
2073,2019-07-02,"female",100,"blue",3,"specialty","yes",">100K","no",10,1
2074,2019-07-02,"female",100,"white",9,"swirl","no",">100K","no",9,1
2075,2019-07-02,"male",100,"silver",6,"chocolate","yes","Not Reported","no",6,1
2076,2019-07-02,"male",100,"blue",6,"vanilla","yes","Not Reported","no",10,1
2077,2019-07-02,"male",100,"no preference",1,"no preference","no","Not Reported","no",7,0
2078,2019-07-02,"female",100,"blue",1,"specialty","no",">100K","no",10,1
2079,2019-07-02,"female",100,"black",8,"no preference","no",">100K","no",8,1
2080,2019-07-02,"female",100,"black",7,"no preference","no",">100K","no",8,1
2081,2019-07-02,"female",100,"red",4,"vanilla","yes",">100K","no",5,1
2082,2019-07-02,"male",100,"silver",5,"swirl","no","Not Reported","no",6,1
2083,2019-07-02,"female",100,"silver",2,"chocolate","yes",">100K","no",3,1
2084,2019-07-02,"female",100,"no preference",0,"vanilla","no",">100K","no",6,1
2085,2019-07-02,"female",100,"black",8,"swirl","yes",">100K","no",8,1
2086,2019-07-02,"female",100,"white",0,"specialty","yes",">100K","no",9,1
2087,2019-07-02,"male",100,"blue",9,"vanilla","no","Not Reported","no",9,1
2088,2019-07-02,"female",100,"red",4,"vanilla","yes",">100K","no",10,1
2089,2019-07-02,"female",100,"black",1,"no preference","no",">100K","no",3,1
2090,2019-07-02,"female",100,"black",7,"vanilla","no",">100K","no",7,1
2091,2019-07-02,"female",100,"no preference",8,"no preference","yes",">100K","no",8,1
2092,2019-07-02,"female",100,"black",5,"vanilla","yes",">100K","no",7,1
2093,2019-07-02,"male",100,"black",1,"no preference","yes","Not Reported","no",3,0
2094,2019-07-02,"female",100,"white",4,"swirl","no",">100K","no",4,1
2095,2019-07-02,"male",100,"silver",7,"no preference","no","Not Reported","no",7,0
2096,2019-07-02,"female",100,"red",9,"vanilla","no",">100K","no",9,1
2097,2019-07-02,"male",100,"white",9,"no preference","yes","Not Reported","no",9,1
2098,2019-07-02,"female",100,"white",7,"vanilla","yes",">100K","no",9,1
2099,2019-07-02,"female",100,"silver",5,"specialty","no",">100K","no",5,1
2100,2019-07-02,"female",100,"silver",2,"no preference","yes",">100K","no",2,1
2101,2019-07-02,"female",100,"blue",0,"no preference","yes",">100K","no",9,1
2102,2019-07-02,"male",100,"no preference",10,"vanilla","no","Not Reported","no",10,0
2103,2019-07-02,"male",100,"blue",4,"specialty","no","Not Reported","no",10,1
2104,2019-07-02,"female",100,"silver",10,"chocolate","no",">100K","no",10,1
2105,2019-07-02,"female",100,"no preference",9,"swirl","no",">100K","no",9,1
2106,2019-07-02,"male",100,"silver",6,"specialty","no","Not Reported","no",8,1
2107,2019-07-02,"female",100,"black",9,"swirl","no",">100K","no",9,1
2108,2019-07-02,"male",100,"no preference",3,"chocolate","yes","Not Reported","no",3,0
2109,2019-07-02,"female",100,"silver",0,"no preference","no",">100K","no",3,1
2110,2019-07-02,"female",100,"black",4,"no preference","no",">100K","no",8,1
2111,2019-07-02,"female",100,"black",0,"chocolate","yes",">100K","no",4,1
2112,2019-07-02,"female",100,"blue",1,"specialty","no",">100K","no",6,1
2113,2019-07-02,"male",100,"blue",6,"no preference","no","Not Reported","no",8,0
2114,2019-07-02,"female",100,"red",5,"vanilla","no",">100K","no",6,1
2115,2019-07-02,"female",100,"red",9,"chocolate","no",">100K","no",9,1
2116,2019-07-02,"female",100,"red",10,"specialty","yes",">100K","no",10,1
2117,2019-07-02,"female",100,"no preference",4,"swirl","yes",">100K","no",10,1
2118,2019-07-02,"male",100,"silver",1,"no preference","no","Not Reported","no",9,0
